book_title,author,reader_review,rating,label,review_length
les goûters philo la beauté et la laideur,brigitte labbé,comme la période des fêtes approche je vous propose pour changer un peu de tous ces goûters que nous avons partagés cette année un goûter un peu différent un peu plus festif je vous charge de préparer boissons et gâteaux ma tâche sera plus simple vous fournir le thème de discussion de cette fin d année qui sera la beauté et la laideur sujet facile ou vraiment difficile vous pouvez pour commencer vous inspirer des décorations de noël je plaisante bien sûr si vous êtes prêts et prêtes les questions peuvent commencer,4.0,1,519
la porte du voyage sans retour,david diop,inspiré par la vie d un botaniste michel adanson qui ambitionnait de publier une encyclopédie et avait le premier séjourné longuement au sénégal partageant la langue wolof et approchant les rois puissants de petits royaumes david diop nous livre une fiction passionnante sous la forme d un récit posthume du savant à sa fille découverte dans le tiroir secret d un vieux meuble,4.5,1,376
rivage de la colère,caroline laurent,un roman poignant et bouleversant le sort dramatique de ces habitants de l archipel des chagos m était complètement inconnu et pourtant leur exode ne date que d une cinquantaine d année j ai été émue jusqu aux larmes à certains passages marie est forte marie ne renonce pas même si elle ne comprend pas les mécanismes des politiques qui oublient la dimension humaine lors de leurs accords,5.0,1,388
astrotruc,maheva stephan bugni,astro truc est un livre selon moi ambivalent à plusieurs titres,1.0,-1,63
claymore tome 4 le stigmate de la mort,norihiro yagi,on retrouve donc thérèse et la jeune claire est ce la même claymore que celle du premier tome l avenir nous le dira par contre le début de ce tome est hard du coup je vois bien cette série en dark fantasy plutôt qu en heroïc fantasy les claymore sont une organisation régie par différentes lois dont celle de ne pas tuer d humains si celle ci est enfreinte la claymore coupable s expose à être tuée par ses consœurs elle se frotte malgré tout à forte partie qui aura le dessus les combats restent toujours très compréhensibles et les différentes claymore sont facilement reconnaissables entre elles,5.0,1,598
le coeur battant du monde,sébastien spitzer,c est un livre patchwork aux couleurs sombres,3.0,0,45
un drame à la chasse,anton pavlovitch tchekhov,je savais bien que tchekhov est un grand auteur mais je ne connaissais jusqu à présent que son théâtre lu et vu il y a longtemps,4.0,1,128
un jour la couleur,isabelle tabin darbellay,publié sous la houlette des éditions slatkine ce beau livre nous invite à découvrir le travail d isabelle tabin darbellay peintre et de ses compères michel eltschinger maître verrier de l atelier du platy et andré magnat lissier de renom en cette belle ville d aubusson,4.0,1,269
la tribu des femmes guerrières et autres récits d amazonie,serge guiraud,ethnographe documentariste serge guiraud est un spécialiste reconnu des populations amérindiennes d amazonie qu il étudie depuis plus de trente ans il s associe ici au dessinateur zau nom de plume d andré langevin pour offrir aux enfants un voyage des plus coloré à la rencontre de tribus établies au brésil,3.0,0,307
les soeurs carmines tome 1 le complot des corbeaux,ariel holzl,les soeurs carmine sont trois tristabelle l aînée merryvère la cadette et dolorine la benjamine dans ce premier tome on suit merryvère surnommée merry une monte en l air qui essaye de subvenir aux besoins de la famille la mère n étant plus là une sombre affaire de succession au trône et de trahison font disparaitre tour à tour les soeurs de merry,4.0,1,348
hershey disease,rob williams,il y a un ordre des choses,5.0,1,26
les derniers jours de stefan zweig,laurent seksik,1931 1945 au brésil la se sont réfugiés les persécutés du régime azi stefan zweig y est installé avec sa deuxième épouse de la moitié de son âge ce sont les derniers mois avant leur suicide on croise divers écrivains qui passent dans ce livre comme des ombres l admiration sans borne de cette jeune femme pour son mari qui pour certains était un lâche le dernier passage de leur suicide a la façon romeo et juliette est très beau écriture excellente,3.0,0,449
hex,thomas olde heuvelt,seconde chronique littéraire de ce mois de décembre et comment vous chroniquer avec la justesse qu il faille ce petit bijou hex de thomasoldeheuvelt des éditions livredepoche,4.5,1,174
mécanique de la chute,greenland seth,2012 pendant qu obama travaille à sa réélection jay gladstone magnat immobilier newyorkais s évertue à consolider sa réputation de mécène et de donateur tout en planifiant d imposants projets de construction pour sa ville et ailleurs sur la planète propriétaire en plus d une équipe de basketball dans la nba jay a plusieurs poulets au four mais il gère de main de maître son prochain rêve obtenir un poste d ambassadeur dans une ville d europe qui n est pas en guerre un but réalisable pour lui qui fréquente et prend soin de ses relations politiques bref tout va comme il le souhaite jusqu au jour où une série d événements bousculent ses idéaux familiaux et professionnels qu aurait il pu mieux contrôler quels gestes ou paroles auraient ils pu éviter jay avait retenu une douloureuse leçon qui l avait accompagné toute sa vie même si vous croyez être au zénith de votre pouvoir de vos capacités et de votre influence un seul faux pas et c est la chute,4.0,1,955
l homme qui plantait des arbres,jean giono,ce court texte est très beau tout en douceur et prône la simplicité et les petits gestes qui ne nous coûtent pas beaucoup mais qui peuvent aider la planète et nos descendants,4.0,1,174
le consentement,vanessa springora,dans cet ouvrage vanessa springora dissèque la relation qu elle a eu avec gm quand elle avait 14 ans et lui la cinquantaine le cadre familial me fait beaucoup penser à celui décrit par camille kouchner dans la familia grande des parents divorcés un père absent une relation fusionnelle avec la mère qui évolue dans un milieu intellectuel et pense qu il est interdit d interdire je suis impressionnée par l analyse pointue que l autrice a menée d elle même de ses motivations de son entourage elle porte un regard lucide sur les adultes qui ont manqué à la protéger elle montre bien l ambivalence de son consentement et les limites de cette notion elle dit les années de dépression qui ont suivi cette relation toxique la façon dont gm a tenté après qu elle l a quitté de maintenir son emprise sur elle,5.0,1,801
blues in the mississippi night,alan lomax,un livre qui m a été prêté,4.5,1,26
notre dame de paris,victor hugo,immense bouquin qui m a fait l effet d un tremblement de terre l un des plus grands avec quelques russes quelques britanniques et cervantes et l iliade et l odyssée,5.0,1,164
gagner n est pas jouer,harlan coben,win c est l ami de myron le personnage récurrent de h coben il n est donc pas utile d avoir lu tout coben pour celui ci et c est tant mieux cet ami donc est un sacré personnage plein aux as intelligent rusé plutôt prétentieux mais avec un humour décalé et grinçant fort plaisant aussi et il a un passe temps de riche peu commun il aime se battre il a pris le temps d apprendre nombre de sports de combats d habitude il accompagne mydor mais ici il est directement concerné par un attentat qui aurait été perpétré par une bande de jeunes qu il doit rechercher des années plus tard pour un vol de tableau de maître de meurtres et de viols qui touche sa propre famille c est alambiqué à souhait et on passe un bon moment comme la couverture le suppose tout s imbrique les uns dans les autres le seul bémol ce titre français à la james bond qui ne veut rien dire sans même un lien avec l histoire c est un détail qui m a un peu retenu à le lire un temps mais c est un coben,3.0,0,969
dragon,thomas day,bangkok de nos jours ou presque,3.0,0,31
écoute la ville tomber,kate tempest,on a de la peine à imaginer que c est un premier roman en fermant ce livre,4.0,1,74
tohu bohu chez les quinquagénaires,anna pia,je remercie anna pia pour l envoi en service presse de son roman tohu bohu chez les quinquagénaires,4.0,1,99
la nuit des orateurs,hédi kaddour,dès les premières pages de ce roman je comprends que tout est réuni pour me plaire hédi kaddour nous embarque pour une balade dans la ville impériale en prenant grand soin de ne pas épargner à son lecteur la pauvreté la violence le stupre qui y règnent ici on saisit très vite que l empereur domitien oscille perpétuellement entre violence et paranoïa sa personnalité tyrannique ses terribles accès de fureur font que l avenir des trois accusateurs de massa ne tient qu à un fil,4.0,1,478
moins qu hier plus que demain,fabcaro,une figurine de mariés juchée en équilibre précaire sur une montagne de spaghettis,4.0,1,82
le mystérieux docteur cornélius intégrale tome 2,gustave le rouge,cette deuxième intégrale regroupe les épisodes 7 à 11 de la série docteur cornelius,2.0,-1,83
la princesse de clèves,claire bouilhac,cette adaptation en bd de la princesse de clèves présente beaucoup de qualités et pourtant je n ai pas été conquise,3.0,0,115
le lac,yasunari kawabata,enlacé par une femme à la poitrine généreuse un vieillard s endort en pensant à sa mère comme dans les belles endormies pendant ce temps un autre homme enlace en rêve diurne une jeune fille au bord d un lac insondable un lac lugubre ayant englouti les figures de son passé qu il contemple au risque de se noyer dans les yeux noirs qui surgissent devant lui qui le regardent d en dessous en contre plongėe comme pour l attirer vers le néant quel regard énigmatique que ce lac comme le regard d un fantasme morbide des ombres nagent dans ce lac celle de gimpei qui se reflète dans le lac qu il contemple mais aussi celles de toutes les femmes qu il a aimées celles de sa famille sa mère à la beauté sans pareille son père disparu au bord du lac sa cousine ou son premier amour un péché défendu comme la jeune élève qu il séduit en tant que professeur ou encore ces belles inconnues croisées et pourchassées ingénues ou prostituées ombres si belles aux yeux sans yeux parce qu elles ne le regardent pas toujours soit parce qu elles ne le remarquent pas lui qui reste dans l ombre soit parce qu elles baissent pudiquement leurs yeux plus terrifiant encore que les yeux des belles qui ne voient pas son ombre des ombres plus lugubres aussi comme les prostituées des bas quartiers plus sordides que les belles rencontrées jusqu ici ou plus morbide ombre ultime le fantôme,4.5,1,1365
